Gene	Path	PathDesc
K04456	ko05166	HTLV-I infection
K04456	ko05167	Kaposi's sarcoma-associated herpesvirus infection
K04456	ko05169	Epstein-Barr virus infection
K04456	ko05200	Pathways in cancer
K04456	ko05205	Proteoglycans in cancer
K04456	ko05210	Colorectal cancer
K04456	ko05211	Renal cell carcinoma
K04456	ko05212	Pancreatic cancer
K04456	ko05213	Endometrial cancer
K04456	ko05214	Glioma
K04456	ko05215	Prostate cancer
K04456	ko05218	Melanoma
K04456	ko05220	Chronic myeloid leukemia
K04456	ko05221	Acute myeloid leukemia
K04456	ko05222	Small cell lung cancer
K04456	ko05223	Non-small cell lung cancer
K04456	ko05224	Breast cancer
K04456	ko05225	Hepatocellular carcinoma
K04456	ko05226	Gastric cancer
K04456	ko05230	Central carbon metabolism in cancer
K04456	ko05231	Choline metabolism in cancer
K04456	ko05418	Fluid shear stress and atherosclerosis
K10636	ko04141	Protein processing in endoplasmic reticulum
K18018	ko04010	MAPK signaling pathway
K04590	ko04024	cAMP signaling pathway
K04590	ko04080	Neuroactive ligand-receptor interaction
K09905	ko00512	Mucin type O-glycan biosynthesis
K06347	ko02020	Two-component system
K04553	ko04120	Ubiquitin mediated proteolysis
K04553	ko05012	Parkinson's disease
K05854	ko04062	Chemokine signaling pathway
K05854	ko04064	NF-kappa B signaling pathway
K05854	ko04611	Platelet activation
K05854	ko04662	B cell receptor signaling pathway
K05854	ko04664	Fc epsilon RI signaling pathway
K05854	ko04666	Fc gamma R-mediated phagocytosis
K05854	ko04730	Long-term depression
K05854	ko05120	Epithelial cell signaling in Helicobacter pylori infection
K05854	ko05167	Kaposi's sarcoma-associated herpesvirus infection
K05854	ko05169	Epstein-Barr virus infection
K05854	ko05203	Viral carcinogenesis
K20717	ko04016	MAPK signaling pathway - plant
K00223	ko00100	Steroid biosynthesis
K00223	ko01100	Metabolic pathways
K00223	ko01130	Biosynthesis of antibiotics
K11004	ko02010	ABC transporters
K11004	ko03070	Bacterial secretion system
K11004	ko05133	Pertussis
K10205	ko00062	Fatty acid elongation
K10205	ko01040	Biosynthesis of unsaturated fatty acids
K10205	ko01110	Biosynthesis of secondary metabolites
K10205	ko01212	Fatty acid metabolism
K00401	ko00680	Methane metabolism
K00401	ko01100	Metabolic pathways
K00401	ko01120	Microbial metabolism in diverse environments
K00401	ko01200	Carbon metabolism
K15310	ko05166	HTLV-I infection
K07091	ko02010	ABC transporters
K09866	ko04962	Vasopressin-regulated water reabsorption
K09866	ko04976	Bile secretion
K16816	ko00561	Glycerolipid metabolism
K16816	ko01100	Metabolic pathways
K16816	ko04923	Regulation of lipolysis in adipocytes
K09295	ko05205	Proteoglycans in cancer
K09295	ko05206	MicroRNAs in cancer
K05688	ko04137	Mitophagy - animal
K05688	ko05012	Parkinson's disease
K00284	ko00630	Glyoxylate and dicarboxylate metabolism
K00284	ko00910	Nitrogen metabolism
K00284	ko01120	Microbial metabolism in diverse environments
K03157	ko04060	Cytokine-cytokine receptor interaction
K03157	ko04064	NF-kappa B signaling pathway
K03157	ko05323	Rheumatoid arthritis
K06231	ko04024	cAMP signaling pathway
K06231	ko04340	Hedgehog signaling pathway
K06231	ko05200	Pathways in cancer
K06231	ko05217	Basal cell carcinoma
K10194	ko02010	ABC transporters
K17703	ko04015	Rap1 signaling pathway
K01757	ko00901	Indole alkaloid biosynthesis
K01757	ko01100	Metabolic pathways
K01757	ko01110	Biosynthesis of secondary metabolites
K05411	ko04620	Toll-like receptor signaling pathway
K05411	ko04621	NOD-like receptor signaling pathway
K05411	ko04622	RIG-I-like receptor signaling pathway
K05411	ko04623	Cytosolic DNA-sensing pathway
K05411	ko05133	Pertussis
K05411	ko05160	Hepatitis C
K05411	ko05161	Hepatitis B
K05411	ko05162	Measles
K05411	ko05164	Influenza A
K05411	ko05165	Human papillomavirus infection
K05411	ko05167	Kaposi's sarcoma-associated herpesvirus infection
K05411	ko05168	Herpes simplex infection
K05411	ko05169	Epstein-Barr virus infection
K05411	ko05203	Viral carcinogenesis
K02302	ko00860	Porphyrin and chlorophyll metabolism
K02302	ko01100	Metabolic pathways
K02302	ko01110	Biosynthesis of secondary metabolites
K02302	ko01120	Microbial metabolism in diverse environments
K18791	ko01501	beta-Lactam resistance
K02303	ko00860	Porphyrin and chlorophyll metabolism
K02303	ko01100	Metabolic pathways
K02303	ko01110	Biosynthesis of secondary metabolites
K02303	ko01120	Microbial metabolism in diverse environments
K13919	ko00640	Propanoate metabolism
K00278	ko00250	Alanine, aspartate and glutamate metabolism
K00278	ko00760	Nicotinate and nicotinamide metabolism
K00278	ko01100	Metabolic pathways
K08528	ko05200	Pathways in cancer
K08528	ko05222	Small cell lung cancer
K08528	ko05223	Non-small cell lung cancer
K08528	ko05226	Gastric cancer
K01817	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis
K01817	ko01100	Metabolic pathways
K01817	ko01110	Biosynthesis of secondary metabolites
K01817	ko01130	Biosynthesis of antibiotics
K01817	ko01230	Biosynthesis of amino acids
K00771	ko00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
K00771	ko00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
K00771	ko01100	Metabolic pathways
K11946	ko00624	Polycyclic aromatic hydrocarbon degradation
K11946	ko01100	Metabolic pathways
K11946	ko01120	Microbial metabolism in diverse environments
K11946	ko01220	Degradation of aromatic compounds
K05831	ko00220	Arginine biosynthesis
K05831	ko00300	Lysine biosynthesis
K05831	ko01100	Metabolic pathways
K05831	ko01210	2-Oxocarboxylic acid metabolism
K05831	ko01230	Biosynthesis of amino acids
K06949	ko00730	Thiamine metabolism
K06949	ko01100	Metabolic pathways
K10142	ko04115	p53 signaling pathway
K10142	ko04216	Ferroptosis
K21724	ko00232	Caffeine metabolism
K21724	ko01120	Microbial metabolism in diverse environments
K19228	ko01503	Cationic antimicrobial peptide (CAMP) resistance
K19228	ko02010	ABC transporters
K00462	ko00361	Chlorocyclohexane and chlorobenzene degradation
K00462	ko00621	Dioxin degradation
K00462	ko01100	Metabolic pathways
K00462	ko01120	Microbial metabolism in diverse environments
K00462	ko01220	Degradation of aromatic compounds
K15558	ko02010	ABC transporters
K07670	ko02020	Two-component system
K17284	ko03320	PPAR signaling pathway
K04515	ko04012	ErbB signaling pathway
K04515	ko04020	Calcium signaling pathway
K04515	ko04024	cAMP signaling pathway
K04515	ko04066	HIF-1 signaling pathway
K04515	ko04114	Oocyte meiosis
K04515	ko04217	Necroptosis
K04515	ko04261	Adrenergic signaling in cardiomyocytes
K04515	ko04310	Wnt signaling pathway
K04515	ko04360	Axon guidance
K04515	ko04713	Circadian entrainment
K04515	ko04720	Long-term potentiation
K04515	ko04722	Neurotrophin signaling pathway
K04515	ko04725	Cholinergic synapse
K04515	ko04728	Dopaminergic synapse
K04515	ko04740	Olfactory transduction
K04515	ko04745	Phototransduction - fly
K04515	ko04750	Inflammatory mediator regulation of TRP channels
K04515	ko04911	Insulin secretion
K04515	ko04912	GnRH signaling pathway
K04515	ko04916	Melanogenesis
K04515	ko04921	Oxytocin signaling pathway
K04515	ko04922	Glucagon signaling pathway
K04515	ko04925	Aldosterone synthesis and secretion
K04515	ko04971	Gastric acid secretion
K04515	ko05031	Amphetamine addiction
K04515	ko05152	Tuberculosis
K04515	ko05200	Pathways in cancer
K04515	ko05205	Proteoglycans in cancer
K04515	ko05214	Glioma
K00294	ko00250	Alanine, aspartate and glutamate metabolism
K00294	ko00330	Arginine and proline metabolism
K00294	ko01100	Metabolic pathways
K04622	ko04621	NOD-like receptor signaling pathway
K16448	ko01055	Biosynthesis of vancomycin group antibiotics
K10580	ko04120	Ubiquitin mediated proteolysis
K10580	ko04624	Toll and Imd signaling pathway
K00333	ko00190	Oxidative phosphorylation
K00333	ko01100	Metabolic pathways
K19976	ko02010	ABC transporters
K07681	ko02020	Two-component system
K15854	ko02020	Two-component system
K15854	ko02024	Quorum sensing
K20146	ko00740	Riboflavin metabolism
K20146	ko01100	Metabolic pathways
K10551	ko02010	ABC transporters
K08187	ko04919	Thyroid hormone signaling pathway
K08187	ko04974	Protein digestion and absorption
K16792	ko00300	Lysine biosynthesis
K16792	ko00680	Methane metabolism
K16792	ko01100	Metabolic pathways
K16792	ko01120	Microbial metabolism in diverse environments
K16792	ko01130	Biosynthesis of antibiotics
K16792	ko01210	2-Oxocarboxylic acid metabolism
K16792	ko01230	Biosynthesis of amino acids
K08285	ko04120	Ubiquitin mediated proteolysis
K05423	ko04060	Cytokine-cytokine receptor interaction
K05423	ko04151	PI3K-Akt signaling pathway
K05423	ko04630	Jak-STAT signaling pathway
K05423	ko04640	Hematopoietic cell lineage
K05423	ko04657	IL-17 signaling pathway
K05423	ko05144	Malaria
K20961	ko05111	Biofilm formation - Vibrio cholerae
K17074	ko02010	ABC transporters
K21619	ko00040	Pentose and glucuronate interconversions
K21619	ko01100	Metabolic pathways
K06841	ko04360	Axon guidance
K13985	ko04723	Retrograde endocannabinoid signaling
K19652	ko00523	Polyketide sugar unit biosynthesis
K19652	ko01130	Biosynthesis of antibiotics
K14975	ko00950	Isoquinoline alkaloid biosynthesis
K14975	ko01100	Metabolic pathways
K14975	ko01110	Biosynthesis of secondary metabolites
K15663	ko01054	Nonribosomal peptide structures
K04683	ko04110	Cell cycle
K04683	ko04350	TGF-beta signaling pathway
K17726	ko00590	Arachidonic acid metabolism
K17726	ko01100	Metabolic pathways
K21032	ko00515	Mannose type O-glycan biosynthesis
K21032	ko01100	Metabolic pathways
K13209	ko05202	Transcriptional misregulation in cancer
K10950	ko04141	Protein processing in endoplasmic reticulum
K10950	ko05110	Vibrio cholerae infection
K10128	ko04115	p53 signaling pathway
K21176	ko01059	Biosynthesis of enediyne antibiotics
K21176	ko01130	Biosynthesis of antibiotics
K13995	ko00760	Nicotinate and nicotinamide metabolism
K13995	ko01120	Microbial metabolism in diverse environments
K02612	ko00360	Phenylalanine metabolism
K02612	ko01120	Microbial metabolism in diverse environments
K15769	ko00623	Toluene degradation
K15769	ko01120	Microbial metabolism in diverse environments
K15769	ko01220	Degradation of aromatic compounds
K02126	ko00190	Oxidative phosphorylation
K02126	ko01100	Metabolic pathways
K02126	ko05010	Alzheimer's disease
K02126	ko05012	Parkinson's disease
K02126	ko05016	Huntington's disease
K15807	ko00909	Sesquiterpenoid and triterpenoid biosynthesis
K06276	ko01524	Platinum drug resistance
K06276	ko03320	PPAR signaling pathway
K06276	ko04011	MAPK signaling pathway - yeast
K06276	ko04068	FoxO signaling pathway
K06276	ko04071	Sphingolipid signaling pathway
K06276	ko04140	Autophagy - animal
K06276	ko04150	mTOR signaling pathway
K06276	ko04151	PI3K-Akt signaling pathway
K06276	ko04152	AMPK signaling pathway
K06276	ko04210	Apoptosis
K06276	ko04510	Focal adhesion
K06276	ko04660	T cell receptor signaling pathway
K06276	ko04664	Fc epsilon RI signaling pathway
K06276	ko04722	Neurotrophin signaling pathway
K06276	ko04910	Insulin signaling pathway
K06276	ko04919	Thyroid hormone signaling pathway
K06276	ko04931	Insulin resistance
K06276	ko04960	Aldosterone-regulated sodium reabsorption
K06276	ko05145	Toxoplasmosis
K06276	ko05160	Hepatitis C
K06276	ko05205	Proteoglycans in cancer
K06276	ko05213	Endometrial cancer
K06276	ko05215	Prostate cancer
K06276	ko05223	Non-small cell lung cancer
K06276	ko05231	Choline metabolism in cancer
K13897	ko04970	Salivary secretion
K03413	ko02020	Two-component system
K03413	ko02030	Bacterial chemotaxis
K19280	ko00630	Glyoxylate and dicarboxylate metabolism
K19280	ko01200	Carbon metabolism
K15897	ko00520	Amino sugar and nucleotide sugar metabolism
K04157	ko04020	Calcium signaling pathway
K04157	ko04080	Neuroactive ligand-receptor interaction
K04157	ko04540	Gap junction
K04157	ko04726	Serotonergic synapse
K04157	ko04750	Inflammatory mediator regulation of TRP channels
K07790	ko02020	Two-component system
K02253	ko02020	Two-component system
K02253	ko02024	Quorum sensing
K20403	ko04150	mTOR signaling pathway
K08068	ko00520	Amino sugar and nucleotide sugar metabolism
K00102	ko00620	Pyruvate metabolism
K09097	ko04066	HIF-1 signaling pathway
K09097	ko05200	Pathways in cancer
K09097	ko05204	Chemical carcinogenesis
K09097	ko05211	Renal cell carcinoma
K02397	ko02040	Flagellar assembly
K01851	ko00130	Ubiquinone and other terpenoid-quinone biosynthesis
K01851	ko01053	Biosynthesis of siderophore group nonribosomal peptides
K01851	ko01100	Metabolic pathways
K01851	ko01110	Biosynthesis of secondary metabolites
K01851	ko01130	Biosynthesis of antibiotics
K14532	ko03008	Ribosome biogenesis in eukaryotes
K10244	ko00062	Fatty acid elongation
K10244	ko01040	Biosynthesis of unsaturated fatty acids
K10244	ko01110	Biosynthesis of secondary metabolites
K10244	ko01212	Fatty acid metabolism
K00282	ko00260	Glycine, serine and threonine metabolism
K00282	ko00630	Glyoxylate and dicarboxylate metabolism
K00282	ko01100	Metabolic pathways
K00282	ko01110	Biosynthesis of secondary metabolites
K00282	ko01130	Biosynthesis of antibiotics
K00282	ko01200	Carbon metabolism
K13485	ko00230	Purine metabolism
K13485	ko01100	Metabolic pathways
K05587	ko00190	Oxidative phosphorylation
K05587	ko01100	Metabolic pathways
K17647	ko00254	Aflatoxin biosynthesis
K19615	ko02020	Two-component system
K04866	ko04010	MAPK signaling pathway
K04866	ko04260	Cardiac muscle contraction
K04866	ko04261	Adrenergic signaling in cardiomyocytes
K04866	ko04921	Oxytocin signaling pathway
K04866	ko05410	Hypertrophic cardiomyopathy (HCM)
K04866	ko05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
K04866	ko05414	Dilated cardiomyopathy (DCM)
K05131	ko04060	Cytokine-cytokine receptor interaction
K05131	ko04151	PI3K-Akt signaling pathway
K05131	ko04217	Necroptosis
K05131	ko04380	Osteoclast differentiation
K05131	ko04620	Toll-like receptor signaling pathway
K05131	ko04621	NOD-like receptor signaling pathway
K05131	ko04630	Jak-STAT signaling pathway
K05131	ko04650	Natural killer cell mediated cytotoxicity
K05131	ko05160	Hepatitis C
K05131	ko05162	Measles
K05131	ko05164	Influenza A
K05131	ko05165	Human papillomavirus infection
K05131	ko05167	Kaposi's sarcoma-associated herpesvirus infection
K05131	ko05168	Herpes simplex infection
K05131	ko05200	Pathways in cancer
K18092	ko00642	Ethylbenzene degradation
K18092	ko01100	Metabolic pathways
K18092	ko01120	Microbial metabolism in diverse environments
K18092	ko01220	Degradation of aromatic compounds
K02134	ko00190	Oxidative phosphorylation
K02134	ko01100	Metabolic pathways
K02134	ko05010	Alzheimer's disease
K02134	ko05012	Parkinson's disease
K02134	ko05016	Huntington's disease
K19515	ko00362	Benzoate degradation
K19515	ko01100	Metabolic pathways
K19515	ko01120	Microbial metabolism in diverse environments
K00963	ko00040	Pentose and glucuronate interconversions
K00963	ko00052	Galactose metabolism
K00963	ko00500	Starch and sucrose metabolism
K00963	ko00520	Amino sugar and nucleotide sugar metabolism
K00963	ko01100	Metabolic pathways
K00963	ko01130	Biosynthesis of antibiotics
K01001	ko00510	N-Glycan biosynthesis
K01001	ko01100	Metabolic pathways
K19797	ko00240	Pyrimidine metabolism
K10782	ko00061	Fatty acid biosynthesis
K10785	ko04014	Ras signaling pathway
K10785	ko04015	Rap1 signaling pathway
K10785	ko04020	Calcium signaling pathway
K10785	ko04064	NF-kappa B signaling pathway
K10785	ko04514	Cell adhesion molecules (CAMs)
K10785	ko04612	Antigen processing and presentation
K10785	ko04658	Th1 and Th2 cell differentiation
K10785	ko04659	Th17 cell differentiation
K10785	ko04660	T cell receptor signaling pathway
K10785	ko04672	Intestinal immune network for IgA production
K10785	ko04940	Type I diabetes mellitus
K10785	ko05142	Chagas disease (American trypanosomiasis)
K10785	ko05144	Malaria
K10785	ko05150	Staphylococcus aureus infection
K10785	ko05162	Measles
K10785	ko05166	HTLV-I infection
K10785	ko05202	Transcriptional misregulation in cancer
K10785	ko05310	Asthma
K10785	ko05320	Autoimmune thyroid disease
K10785	ko05321	Inflammatory bowel disease (IBD)
K10785	ko05322	Systemic lupus erythematosus
K10785	ko05323	Rheumatoid arthritis
K10785	ko05330	Allograft rejection
K10785	ko05332	Graft-versus-host disease
K10785	ko05416	Viral myocarditis
K13589	ko02020	Two-component system
K13589	ko04112	Cell cycle - Caulobacter
K18465	ko04144	Endocytosis
K10456	ko04120	Ubiquitin mediated proteolysis
K10456	ko05200	Pathways in cancer
K10456	ko05225	Hepatocellular carcinoma
K10456	ko05418	Fluid shear stress and atherosclerosis
K17069	ko00270	Cysteine and methionine metabolism
K17069	ko00920	Sulfur metabolism
K17069	ko01100	Metabolic pathways
K17069	ko01110	Biosynthesis of secondary metabolites
K17069	ko01120	Microbial metabolism in diverse environments
K17069	ko01130	Biosynthesis of antibiotics
K17069	ko01200	Carbon metabolism
K17069	ko01230	Biosynthesis of amino acids
K01370	ko04217	Necroptosis
K01370	ko04621	NOD-like receptor signaling pathway
K01370	ko04623	Cytosolic DNA-sensing pathway
K01370	ko05014	Amyotrophic lateral sclerosis (ALS)
K01370	ko05132	Salmonella infection
K01370	ko05133	Pertussis
K01370	ko05134	Legionellosis
K01370	ko05164	Influenza A
K05132	ko04060	Cytokine-cytokine receptor interaction
K05132	ko04066	HIF-1 signaling pathway
K05132	ko04217	Necroptosis
K05132	ko04380	Osteoclast differentiation
K05132	ko04630	Jak-STAT signaling pathway
K05132	ko04650	Natural killer cell mediated cytotoxicity
K05132	ko04658	Th1 and Th2 cell differentiation
K05132	ko04659	Th17 cell differentiation
K05132	ko05132	Salmonella infection
K05132	ko05140	Leishmaniasis
K05132	ko05142	Chagas disease (American trypanosomiasis)
K05132	ko05145	Toxoplasmosis
K05132	ko05152	Tuberculosis
K05132	ko05162	Measles
K05132	ko05164	Influenza A
K05132	ko05167	Kaposi's sarcoma-associated herpesvirus infection
K05132	ko05168	Herpes simplex infection
K05132	ko05200	Pathways in cancer
K05132	ko05321	Inflammatory bowel disease (IBD)
K10878	ko04113	Meiosis - yeast
K01556	ko00380	Tryptophan metabolism
K01556	ko01100	Metabolic pathways
K02388	ko02040	Flagellar assembly
K21326	ko00523	Polyketide sugar unit biosynthesis
K21326	ko01130	Biosynthesis of antibiotics
K17388	ko04022	cGMP-PKG signaling pathway
K17388	ko04024	cAMP signaling pathway
K17388	ko04062	Chemokine signaling pathway
K17388	ko04071	Sphingolipid signaling pathway
K17388	ko04270	Vascular smooth muscle contraction
K17388	ko04310	Wnt signaling pathway
K17388	ko04360	Axon guidance
K17388	ko04510	Focal adhesion
K17388	ko04530	Tight junction
K17388	ko04611	Platelet activation
K17388	ko04670	Leukocyte transendothelial migration
K17388	ko04810	Regulation of actin cytoskeleton
K17388	ko04921	Oxytocin signaling pathway
K17388	ko05130	Pathogenic Escherichia coli infection
K17388	ko05131	Shigellosis
K17388	ko05132	Salmonella infection
K17388	ko05200	Pathways in cancer
K17388	ko05205	Proteoglycans in cancer
K00610	ko00240	Pyrimidine metabolism
K00610	ko00250	Alanine, aspartate and glutamate metabolism
K00610	ko01100	Metabolic pathways
K00222	ko00100	Steroid biosynthesis
K00222	ko01100	Metabolic pathways
K00222	ko01110	Biosynthesis of secondary metabolites
K00222	ko01130	Biosynthesis of antibiotics
K09101	ko04919	Thyroid hormone signaling pathway
K09101	ko05200	Pathways in cancer
K09101	ko05224	Breast cancer
K17718	ko00590	Arachidonic acid metabolism
K17718	ko00591	Linoleic acid metabolism
K17718	ko00830	Retinol metabolism
K17718	ko00982	Drug metabolism - cytochrome P450
K17718	ko01100	Metabolic pathways
K17718	ko04726	Serotonergic synapse
K17718	ko05204	Chemical carcinogenesis
K08292	ko04152	AMPK signaling pathway
K08292	ko04921	Oxytocin signaling pathway
K02062	ko02010	ABC transporters
K00405	ko00190	Oxidative phosphorylation
K00405	ko01100	Metabolic pathways
K00405	ko02020	Two-component system
K12789	ko02024	Quorum sensing
K12789	ko05130	Pathogenic Escherichia coli infection
K00218	ko00860	Porphyrin and chlorophyll metabolism
K00218	ko01100	Metabolic pathways
K00218	ko01110	Biosynthesis of secondary metabolites
K00463	ko00380	Tryptophan metabolism
K00463	ko01100	Metabolic pathways
K00463	ko05143	African trypanosomiasis
K14304	ko03013	RNA transport
K05262	ko04911	Insulin secretion
K05262	ko04924	Renin secretion
K10127	ko04115	p53 signaling pathway
K10127	ko05206	MicroRNAs in cancer
K15891	ko00900	Terpenoid backbone biosynthesis
K15891	ko00909	Sesquiterpenoid and triterpenoid biosynthesis
K15891	ko01130	Biosynthesis of antibiotics
K16420	ko01052	Type I polyketide structures
K12114	ko04711	Circadian rhythm - fly
K14259	ko00040	Pentose and glucuronate interconversions
K12366	ko04062	Chemokine signaling pathway
K12366	ko05100	Bacterial invasion of epithelial cells
K12366	ko05131	Shigellosis
K15927	ko01057	Biosynthesis of type II polyketide products
K15927	ko01130	Biosynthesis of antibiotics
K12501	ko00130	Ubiquinone and other terpenoid-quinone biosynthesis
K00330	ko00190	Oxidative phosphorylation
K00330	ko01100	Metabolic pathways
K00825	ko00300	Lysine biosynthesis
K00825	ko00310	Lysine degradation
K00825	ko00380	Tryptophan metabolism
K00825	ko01100	Metabolic pathways
K00825	ko01130	Biosynthesis of antibiotics
K00825	ko01210	2-Oxocarboxylic acid metabolism
K16337	ko04514	Cell adhesion molecules (CAMs)
K18370	ko00640	Propanoate metabolism
K05250	ko04024	cAMP signaling pathway
K05250	ko04080	Neuroactive ligand-receptor interaction
K05250	ko04912	GnRH signaling pathway
K05250	ko04913	Ovarian steroidogenesis
K04109	ko00362	Benzoate degradation
K04109	ko00627	Aminobenzoate degradation
K04109	ko01100	Metabolic pathways
K04109	ko01120	Microbial metabolism in diverse environments
K04109	ko01220	Degradation of aromatic compounds
K10036	ko02010	ABC transporters
K00565	ko03015	mRNA surveillance pathway
K14254	ko00253	Tetracycline biosynthesis
K14254	ko01057	Biosynthesis of type II polyketide products
K14254	ko01130	Biosynthesis of antibiotics
K18800	ko00130	Ubiquinone and other terpenoid-quinone biosynthesis
K18800	ko01100	Metabolic pathways
K18800	ko01110	Biosynthesis of secondary metabolites
K04006	ko04610	Complement and coagulation cascades
K04006	ko04640	Hematopoietic cell lineage
K04006	ko05416	Viral myocarditis
K07299	ko04066	HIF-1 signaling pathway
K07299	ko04911	Insulin secretion
K07299	ko04919	Thyroid hormone signaling pathway
K07299	ko04920	Adipocytokine signaling pathway
K07299	ko04922	Glucagon signaling pathway
K07299	ko04931	Insulin resistance
K07299	ko04976	Bile secretion
K07299	ko05166	HTLV-I infection
K07299	ko05200	Pathways in cancer
K07299	ko05211	Renal cell carcinoma
K07299	ko05230	Central carbon metabolism in cancer
K18499	ko04550	Signaling pathways regulating pluripotency of stem cells
K03069	ko04310	Wnt signaling pathway
K03069	ko05200	Pathways in cancer
K03069	ko05224	Breast cancer
K03069	ko05225	Hepatocellular carcinoma
K03069	ko05226	Gastric cancer
K17985	ko04137	Mitophagy - animal
K17985	ko04140	Autophagy - animal
K04783	ko01053	Biosynthesis of siderophore group nonribosomal peptides
K08748	ko00120	Primary bile acid biosynthesis
K08748	ko01100	Metabolic pathways
K08748	ko03320	PPAR signaling pathway
K08748	ko04931	Insulin resistance
K08748	ko04976	Bile secretion
K19180	ko00523	Polyketide sugar unit biosynthesis
K19180	ko01130	Biosynthesis of antibiotics
K02307	ko04111	Cell cycle - yeast
K11907	ko02025	Biofilm formation - Pseudomonas aeruginosa
K11907	ko03070	Bacterial secretion system
K20490	ko02010	ABC transporters
K20490	ko02020	Two-component system
K20490	ko02024	Quorum sensing
K09032	ko05166	HTLV-I infection
K13621	ko00564	Glycerophospholipid metabolism
K14467	ko00720	Carbon fixation pathways in prokaryotes
K14467	ko01120	Microbial metabolism in diverse environments
K14467	ko01200	Carbon metabolism
K20247	ko00340	Histidine metabolism
K10207	ko00140	Steroid hormone biosynthesis
K10207	ko01100	Metabolic pathways
K21771	ko04068	FoxO signaling pathway
K21771	ko04110	Cell cycle
K21771	ko04218	Cellular senescence
K21771	ko04914	Progesterone-mediated oocyte maturation
K10612	ko04120	Ubiquitin mediated proteolysis
K07792	ko02020	Two-component system
K06273	ko04510	Focal adhesion
K01661	ko00130	Ubiquinone and other terpenoid-quinone biosynthesis
K01661	ko01100	Metabolic pathways
K01661	ko01110	Biosynthesis of secondary metabolites
K10603	ko04120	Ubiquitin mediated proteolysis
K10603	ko05340	Primary immunodeficiency
K08660	ko00330	Arginine and proline metabolism
K08660	ko00340	Histidine metabolism
K08660	ko00410	beta-Alanine metabolism
K08660	ko01100	Metabolic pathways
K10200	ko02010	ABC transporters
K13073	ko04672	Intestinal immune network for IgA production
K20341	ko02024	Quorum sensing
K20789	ko01052	Type I polyketide structures
K07211	ko04620	Toll-like receptor signaling pathway
K07211	ko04621	NOD-like receptor signaling pathway
K07211	ko04622	RIG-I-like receptor signaling pathway
K07211	ko04623	Cytosolic DNA-sensing pathway
K07211	ko04657	IL-17 signaling pathway
K07211	ko05160	Hepatitis C
K07211	ko05161	Hepatitis B
K07211	ko05162	Measles
K07211	ko05164	Influenza A
K07211	ko05165	Human papillomavirus infection
K07211	ko05167	Kaposi's sarcoma-associated herpesvirus infection
K07211	ko05168	Herpes simplex infection
K05973	ko00650	Butanoate metabolism
K04737	ko04060	Cytokine-cytokine receptor interaction
K04737	ko04151	PI3K-Akt signaling pathway
K04737	ko04210	Apoptosis
K04737	ko04630	Jak-STAT signaling pathway
K04737	ko04640	Hematopoietic cell lineage
K04737	ko05200	Pathways in cancer
K19240	ko01503	Cationic antimicrobial peptide (CAMP) resistance
K06527	ko04064	NF-kappa B signaling pathway
K06527	ko04514	Cell adhesion molecules (CAMs)
K06527	ko04668	TNF signaling pathway
K06527	ko04670	Leukocyte transendothelial migration
K06527	ko04933	AGE-RAGE signaling pathway in diabetic complications
K06527	ko05143	African trypanosomiasis
K06527	ko05144	Malaria
K06527	ko05166	HTLV-I infection
K06527	ko05418	Fluid shear stress and atherosclerosis
K13744	ko05100	Bacterial invasion of epithelial cells
K10797	ko00360	Phenylalanine metabolism
K10797	ko01120	Microbial metabolism in diverse environments
K21255	ko01059	Biosynthesis of enediyne antibiotics
K21255	ko01130	Biosynthesis of antibiotics
K12563	ko05410	Hypertrophic cardiomyopathy (HCM)
K12563	ko05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
K12563	ko05414	Dilated cardiomyopathy (DCM)
K12563	ko05416	Viral myocarditis
K13354	ko04146	Peroxisome
K09690	ko02010	ABC transporters
K01444	ko00511	Other glycan degradation
K01444	ko04142	Lysosome
K04246	ko01522	Endocrine resistance
K04246	ko04915	Estrogen signaling pathway
K11207	ko00480	Glutathione metabolism
K09108	ko05205	Proteoglycans in cancer
K05510	ko04062	Chemokine signaling pathway
K13482	ko00230	Purine metabolism
K13482	ko01100	Metabolic pathways
K13482	ko01120	Microbial metabolism in diverse environments
K17637	ko04014	Ras signaling pathway
K14747	ko00642	Ethylbenzene degradation
K14747	ko01120	Microbial metabolism in diverse environments
K14747	ko01220	Degradation of aromatic compounds
K14731	ko00903	Limonene and pinene degradation
K14731	ko00930	Caprolactam degradation
K14731	ko01220	Degradation of aromatic compounds
K20578	ko00524	Neomycin, kanamycin and gentamicin biosynthesis
K20578	ko01130	Biosynthesis of antibiotics
K03912	ko04610	Complement and coagulation cascades
K14377	ko04380	Osteoclast differentiation
K05865	ko04020	Calcium signaling pathway
K05865	ko04260	Cardiac muscle contraction
K05865	ko04261	Adrenergic signaling in cardiomyocytes
K05865	ko05410	Hypertrophic cardiomyopathy (HCM)
K05865	ko05414	Dilated cardiomyopathy (DCM)
K13791	ko05131	Shigellosis
K18356	ko00360	Phenylalanine metabolism
K21030	ko00040	Pentose and glucuronate interconversions
K21030	ko01100	Metabolic pathways
K00932	ko00640	Propanoate metabolism
